ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,S
88,0.02,0.63,0.22,1.42,0.08,0.03,0.58,1.24,0.37,0.05,0.07,0.05,0.04,0.09,1.58,0.08,0.03,0.05,0.02,0.29,0.07,-2.65,0.68,5.1,0.46,0.14,2.33,1.9,0.0,1.26,5.85,0.49,0.0,0.64,0.04,0.52,1.34,0.08,0.06,1.16,0.52,1.16,1.53,27589.4,0.06,0.32,30.08,3.43,2.41,3.9,0.15,30.89,37.13,0.0,0.0,0.0,0.01,0.0,-0.17,0.0,0.01,0.0,0.0,0.0,0.0,569.59,6245.77,2675.71,3968.1,210.79,660.96,1.01,0.99,1.07,1.29,1.27,4.07,1.46,1.05,1.09,0.03,-0.12,6
124,0.22,0.42,0.62,3.0,0.23,0.24,1.69,1.49,0.7,0.24,0.78,0.16,0.19,0.59,2.4,0.58,0.16,0.24,0.15,0.47,0.54,-292.61,8.3,4.75,0.01,0.34,4.12,3.06,2.72,1.52,4.33,0.81,1.83,1.34,0.16,0.48,1.5,0.24,0.16,2.23,0.31,9.46,10.89,34542.0,0.32,0.15,3.21,30.18,4.81,20.02,0.12,8.16,0.06,0.03,0.02,0.07,0.26,0.09,1.59,0.03,0.11,0.0,0.01,0.01,0.17,738.67,2142.72,2137.6,2152.2,519.14,6984.15,0.29,0.25,0.85,0.84,1.29,8.02,0.8,0.77,0.65,3.45,0.27,6
130,-0.07,0.5,0.09,1.23,-1.0,-0.02,0.99,0.3,0.5,-0.04,-0.06,-0.07,-0.12,-0.04,1.99,-0.09,-0.08,-0.05,-0.25,1.5,-0.14,-3.59,0.18,5.37,1.24,-0.09,0.93,0.74,0.04,0.33,1.75,0.6,0.13,0.34,-0.16,-0.23,0.44,-0.05,-0.15,0.98,0.4,0.98,1.18,21354.0,-0.15,0.2,0.94,7.32,0.74,0.58,-0.65,-0.53,0.01,0.14,0.47,0.28,1.37,0.34,1.41,0.28,-2.94,0.0,0.0,0.0,0.0,798.63,-16677.96,-8814.14,-8482.4,397.64,782.21,1.87,1.35,0.89,0.79,0.43,1.09,0.58,1.01,0.73,1.28,-2.15,6
148,0.02,0.45,0.34,2.03,-0.06,0.03,1.23,0.45,0.55,0.04,0.1,0.08,0.09,0.08,2.24,0.09,0.08,0.04,0.05,0.61,0.05,-4.1,1.02,5.09,0.84,0.07,1.3,0.96,0.0,0.47,0.88,0.67,0.0,0.22,0.09,0.04,0.31,0.04,0.09,1.49,0.33,1.66,2.01,41161.43,0.04,0.21,0.8,14.21,1.37,1.36,-0.52,0.13,0.0,0.17,0.38,0.39,1.47,0.53,9.93,0.26,4.47,0.0,0.01,0.0,0.0,346.95,5590.82,4874.24,4918.59,191.27,575.4,1.51,1.57,0.83,0.74,0.5,5.2,0.76,0.62,0.77,2.35,-0.64,6
163,0.06,0.55,0.07,3.01,0.39,0.14,0.82,0.07,0.45,0.11,3.89,2.04,-20.35,0.26,1.82,0.2,2.04,0.11,0.89,0.07,0.11,3.33,0.08,5.85,7.11,0.24,-1.04,-0.07,0.0,0.07,0.21,0.96,0.0,2.08,1.56,3041.67,3.01,0.11,1.57,0.2,0.04,0.51,1.08,51703.65,0.14,1.13,3404.56,2.05,1.91,0.08,-1.03,-1.5,-0.01,-0.04,-0.6,-0.07,-0.08,-1.13,-2.09,-0.38,-0.38,0.0,0.0,0.05,0.0,1375.62,4441.87,5790.69,5804.2,621.3,696.82,1.34,2.65,1.31,1.25,1.63,2.96,1.14,1.34,0.59,1.62,0.95,6
164,0.05,0.97,0.22,3.71,0.6,0.07,0.92,0.47,0.89,0.06,0.86,0.38,0.15,0.18,1.03,0.07,0.14,0.06,0.11,0.28,0.17,19.15,0.3,5.02,1.74,0.07,5.18,0.43,0.0,0.48,0.24,1.77,0.0,1.61,0.13,0.6,2.68,0.17,0.37,0.31,0.08,1.22,2.44,22481.11,0.06,1.0,5.69,5.52,5.9,0.65,0.45,0.9,2.0,0.06,0.12,0.06,0.06,0.69,2.27,0.19,0.87,0.0,0.01,0.01,0.05,750.83,9764.53,3838.74,10555.73,665.85,917.19,0.82,0.96,1.0,0.99,0.43,1.67,4.42,0.55,0.85,-3.39,16.88,6
171,-0.01,0.63,0.13,1.27,-0.03,-0.01,0.58,0.09,0.37,0.0,-0.02,0.0,-0.02,0.0,1.58,0.0,-0.09,0.0,-0.07,0.39,0.0,0.24,0.33,5.72,5.89,0.0,0.2,0.15,0.0,0.09,3.88,0.52,0.0,0.27,-0.02,-0.49,1.24,0.01,0.06,0.96,0.48,0.94,1.33,67644.29,-0.02,0.42,7.3,0.19,0.19,0.23,1.27,-0.11,0.13,0.06,0.63,0.09,0.37,0.12,1.12,0.09,-31.51,0.0,0.0,0.0,0.0,377.12,-18088.87,25464.49,-77155.6,137.87,353.6,0.3,0.36,1.19,1.42,-0.04,2.19,0.8,1.35,1.65,24.17,-7.16,6
179,0.06,0.49,-0.1,0.61,0.3,0.08,1.05,0.13,0.51,0.12,0.33,0.61,1.71,0.17,2.05,0.2,0.6,0.1,0.48,0.21,0.13,-2.56,-0.11,5.36,3.35,0.19,0.38,0.19,0.0,0.19,0.41,0.75,0.0,0.14,0.71,1.23,0.4,0.1,0.72,0.31,0.25,0.6,0.89,-21704.18,0.13,0.47,2.56,2.12,0.55,0.16,-1.38,-1.51,-0.02,-0.04,-0.32,-0.09,-0.18,-0.17,-2.71,-0.29,-0.45,0.0,0.0,0.0,0.0,102.57,646.19,543.61,547.85,52.64,61.96,1.13,0.92,1.11,1.33,4.06,-5.1,1.65,1.0,2.63,-0.94,4.36,6
239,0.02,0.81,0.15,1.27,-0.5,0.06,0.23,0.27,0.19,0.04,0.1,0.23,0.16,0.08,1.23,0.05,0.21,0.04,0.07,0.69,0.03,2.33,0.54,4.83,2.56,0.21,0.43,0.3,0.0,0.28,0.54,0.44,0.0,0.19,0.15,0.03,0.24,0.05,0.17,0.88,0.56,0.67,1.54,10339.24,0.1,1.31,0.47,9.96,0.49,0.97,-1.96,7.58,1.94,0.0,0.01,0.0,0.01,0.0,0.09,0.0,0.06,0.0,0.0,0.0,0.0,975.65,3179.24,4048.97,4542.63,184.82,650.07,0.92,0.85,1.08,1.16,1.59,-661.44,1.13,1.22,0.95,0.22,-20.38,6
249,0.03,0.67,0.38,1.85,0.03,0.03,0.49,1.63,0.33,0.05,0.07,0.03,0.03,0.07,1.49,0.07,0.02,0.05,0.02,0.29,0.07,-3.91,2.3,3.97,0.41,0.14,3.6,2.42,1.63,1.67,3.72,0.55,1.0,1.1,0.03,1.96,1.81,0.06,0.04,1.24,0.45,1.98,3.3,3595.0,0.1,0.67,96.26,5.11,3.61,9.79,0.23,-0.42,-0.17,-0.08,-0.05,-0.12,-0.36,-0.18,1.72,-0.09,-1.76,0.0,0.0,0.0,0.0,817.64,8018.84,4580.62,5978.25,269.03,1616.69,0.85,0.86,1.06,1.03,0.77,3.24,0.92,0.91,0.97,9.53,-1.06,6
275,0.04,0.46,0.56,2.91,0.07,0.05,1.21,1.69,0.56,0.06,0.16,0.05,0.0,0.19,2.16,-0.02,0.03,-0.01,0.03,0.49,0.18,0.97,3.97,3.77,0.27,-0.01,6.05,3.85,0.0,1.78,2.59,0.73,0.0,0.96,0.0,0.1,1.48,0.03,0.02,1.85,0.29,3.95,5.14,3296.13,0.08,0.3,3.99,11.1,5.72,11.9,0.08,-0.32,-0.28,-0.14,-0.08,-0.29,-0.81,-0.46,-345.16,-0.16,17.69,0.0,0.0,0.0,0.0,1481.25,17224.82,26791.21,-107729.69,829.64,5851.09,1.56,1.57,0.9,0.94,-0.37,65.09,1.14,0.46,1.03,-7.94,0.28,6
358,0.0,0.67,0.31,1.67,0.0,0.0,0.49,1.55,0.33,0.02,-0.01,0.03,0.01,0.08,1.49,0.02,0.0,0.01,0.0,0.33,0.09,-0.59,1.36,3.16,0.43,0.04,3.41,2.35,1.55,1.59,3.67,0.54,1.0,0.54,0.01,1.01,1.66,0.07,0.04,1.15,0.46,1.45,2.37,444.0,0.01,0.64,443.2,2.98,3.35,6.8,0.2,0.02,0.27,0.21,0.13,0.31,0.99,0.45,3.01,0.27,15.47,0.0,0.0,0.0,0.0,1514.68,-103086.0,7216.02,37285.28,499.02,2191.37,1.22,1.23,0.82,0.79,-0.83,-0.04,0.5,0.78,0.95,-1.93,8.28,6
367,-0.03,1.21,-0.49,0.55,-0.67,-0.05,-0.17,0.04,-0.21,-0.03,-0.05,-0.97,-0.26,-0.03,0.83,-0.03,-1.33,-0.04,-0.77,0.47,-0.01,2.55,-1.21,4.22,29.3,0.18,0.14,0.13,0.07,0.12,1.21,-0.09,1.8,0.11,-0.98,-0.06,0.13,-0.02,-0.63,0.5,1.09,-0.51,-0.22,-7974.0,0.14,-0.58,0.08,1.69,0.03,0.09,-6.15,3.31,-1.51,-0.01,-0.23,-0.01,-0.07,-0.01,-0.26,-0.01,0.24,0.0,0.0,0.0,0.0,-832.95,-3479.25,-7385.26,-4716.16,170.99,426.76,0.08,0.34,1.03,1.23,-0.28,-0.37,1.37,0.31,0.96,0.06,-0.36,6
368,-0.01,0.06,0.76,17.75,-0.1,0.0,14.83,0.18,0.94,0.0,-0.11,0.04,-0.04,0.11,15.83,-0.13,-0.03,-0.01,-0.04,1.04,0.08,12.07,3.88,3.99,-1.04,-0.01,4.27,3.06,0.18,0.19,17.59,0.95,1.0,5.51,-0.05,-0.01,6.92,0.0,0.02,12.73,0.05,4.79,4.88,7486.0,-0.01,0.02,0.36,2.77,3.9,0.9,1.51,-0.61,1.08,0.01,0.06,0.18,0.63,0.25,0.09,0.01,-1.37,0.0,0.0,0.0,0.0,485.99,-92226.33,115141.03,-55671.96,455.3,2326.68,0.64,0.61,0.66,0.61,0.22,1.36,0.48,1.71,0.08,-0.07,-1.08,6
382,-0.05,1.68,-0.39,0.26,-1.42,-0.05,-0.41,0.12,-0.68,0.01,-0.09,-0.4,-0.12,-0.03,0.59,-0.01,-0.4,-0.01,-0.4,0.73,-0.03,0.18,-0.46,3.85,14.47,0.01,0.25,0.08,0.12,0.12,0.12,0.47,1.0,0.22,-0.08,-11.36,0.26,-0.01,-0.08,0.08,0.53,-0.79,0.54,-2775.0,0.07,-1.69,28.41,5.32,0.22,0.14,-2.32,1.35,0.0,-0.03,-0.3,-0.02,-0.03,-0.06,-0.9,-0.24,3.48,0.0,0.0,0.0,0.0,-19.38,-284.33,-1376.91,-1339.1,13.2,15.37,0.1,0.09,1.04,0.73,0.02,5.47,1.38,0.65,0.78,-1.32,2.62,6
388,-0.06,0.8,-0.17,0.47,-0.07,-0.06,0.25,0.18,0.2,-0.05,-0.2,-0.24,-0.22,-0.05,1.25,-0.07,-0.36,-0.05,-0.36,0.26,-0.05,4.43,-0.21,3.54,4.44,-0.27,0.77,0.31,0.0,0.2,0.12,0.67,0.0,0.05,-0.3,-0.67,0.18,-0.03,-0.17,0.19,0.33,0.23,0.79,-607.73,-0.33,2.4,1.87,4.31,0.55,0.21,-1.12,-6.97,2.36,0.01,0.05,0.01,0.02,0.03,-7.51,0.06,-0.17,0.0,0.0,0.0,0.0,1048.7,-3195.07,-6576.67,-3874.47,206.95,244.64,0.33,0.3,1.01,0.57,0.19,-1.92,0.92,0.49,0.48,0.04,-0.98,6
